

2.2074682e+01	3.1187305e+01
4.4149364e+01	3.8796734e+01
6.6224045e+01	4.5673107e+01
8.8298729e+01	3.5907242e+01
1.1037341e+02	2.1160912e+01
1.3244809e+02	2.3220654e+01
1.5452278e+02	2.1863188e+01
1.7659746e+02	1.7595997e+01
1.9867213e+02	1.3551071e+01
2.2074683e+02	1.3036098e+01
2.4282150e+02	1.2665795e+01
2.6489618e+02	1.1241486e+01
2.8697086e+02	1.0691700e+01
3.0904556e+02	9.5480089e+00
3.3112024e+02	1.0850801e+01
3.5319492e+02	9.5638409e+00
3.7526959e+02	8.6996031e+00
3.9734427e+02	8.7705889e+00
4.1941898e+02	8.2193565e+00
4.4149365e+02	8.4176178e+00
4.6356833e+02	6.7877169e+00
4.8564301e+02	6.5506968e+00
5.0771768e+02	6.5515933e+00
5.2979236e+02	7.3139029e+00
5.5186707e+02	3.7789798e+00
5.7394171e+02	3.9212570e+00
5.9601642e+02	4.7544560e+00
6.1809113e+02	3.7013459e+00
6.4016577e+02	4.5455208e+00
6.6224048e+02	4.8344073e+00
6.8431512e+02	4.1234679e+00
7.0638983e+02	3.5233703e+00
7.2846454e+02	4.9100065e+00
7.5053918e+02	2.5279644e+00
7.7261389e+02	2.9096386e+00
7.9468854e+02	3.6321397e+00
8.1676324e+02	1.1353645e+00
8.3883795e+02	2.9415302e+00
8.6091260e+02	6.1834830e-01
8.8298730e+02	1.2726110e+00
9.0506195e+02	2.2443955e+00
9.2713666e+02	1.2662983e+00
9.4921136e+02	8.1915087e-01
9.7128601e+02	1.3316096e+00
9.9336072e+02	2.7237554e+00
1.0154354e+03	-1.5894437e+00
1.0375100e+03	-5.8535786e+00
1.0595847e+03	-1.2176985e+01
1.0816594e+03	-6.0100007e+00
1.1037341e+03	3.4565139e+00
1.1258088e+03	-9.5181453e-01
1.1478834e+03	-7.6552472e+00
1.1699581e+03	2.2333641e+00
1.1920328e+03	-1.9898716e+00
1.2141075e+03	-3.9929199e+00
1.2361823e+03	1.8527394e-02
1.2582568e+03	5.3360362e+00
1.2803315e+03	-3.9305823e+00
1.3024063e+03	1.4241536e+00
1.3244810e+03	-5.3775471e-02
1.3465557e+03	-3.6694527e+00
1.3686302e+03	-1.2922479e-01
1.3907050e+03	-4.3453960e+00
1.4127797e+03	-3.7330930e+00
1.4348544e+03	-2.7347445e+00
1.4569291e+03	-2.1032827e+00
1.4790037e+03	-4.5448337e+00
1.5010784e+03	-9.1014868e-01
1.5231531e+03	-3.8535883e+00
1.5452278e+03	-3.8909588e+00
1.5673025e+03	-1.3830286e+00
1.5893771e+03	-2.2929983e+00
1.6114518e+03	-2.6198850e+00
1.6335265e+03	-1.6984558e+00
1.6556012e+03	-1.5858967e-02
1.6776759e+03	-3.8435538e+00
1.6997505e+03	-7.0801096e+00
1.7218252e+03	-1.0819248e+00
1.7438999e+03	1.1075851e+00
1.7659746e+03	-4.3126984e+00
1.7880493e+03	1.5381957e+00
1.8101239e+03	-5.1383448e+00
1.8321986e+03	-4.3500657e+00
1.8542733e+03	-2.5651312e+00
1.8763480e+03	-9.0976822e-01
1.8984227e+03	-3.4803934e+00
1.9204973e+03	-4.7201753e+00
1.9425720e+03	-1.6307018e+00
1.9646467e+03	-7.7798848e+00
1.9867214e+03	-6.4688845e+00
2.0087961e+03	-7.5667052e+00
2.0308707e+03	-8.9821835e+00
2.0529456e+03	-6.6023302e+00
2.0750200e+03	-4.3562908e+00
2.0970947e+03	-6.0712552e+00
2.1191694e+03	-9.3554109e-01
2.1412441e+03	-2.4473836e+00
2.1633188e+03	-5.9163046e+00
2.1853936e+03	-5.7818122e+00
2.2074683e+03	-3.0918169e+00
2.2295430e+03	-6.9423394e+00
2.2516177e+03	-8.6071682e+00
2.2736924e+03	-1.9712540e+00
2.2957668e+03	-5.5332079e+00
2.3178416e+03	-4.6944437e+00
2.3399163e+03	2.1055586e+00
2.3619910e+03	-1.3408290e+01
2.3840657e+03	-5.8270950e+00
2.4061404e+03	-4.7034492e+00
2.4282151e+03	-1.3956874e+01
2.4502898e+03	-1.0641734e+01
2.4723645e+03	-7.0370255e+00
