

2.4944392e+03	-5.0252504e+00
2.5165137e+03	-1.1041169e+01
2.5385884e+03	-7.1770716e+00
2.5606631e+03	-1.6233076e+01
2.5827378e+03	-7.2719522e+00
2.6048125e+03	-7.8855944e+00
2.6268872e+03	-6.9795680e+00
2.6489619e+03	-4.5603747e+00
2.6710366e+03	-5.5829544e+00
2.6931113e+03	-3.3516872e+00
2.7151860e+03	-3.9759507e+00
2.7372605e+03	-5.2770762e+00
2.7593352e+03	-2.1141085e+01
2.7814099e+03	-4.4315391e+00
2.8034846e+03	-5.1309905e+00
2.8255593e+03	-4.9939718e+00
2.8476340e+03	-5.7928190e+00
2.8697087e+03	-3.2778926e+00
2.8917834e+03	-2.6368818e+00
2.9138582e+03	-7.0516567e+00
2.9359326e+03	-4.9061532e+00
2.9580073e+03	-6.4882436e+00
2.9800820e+03	-9.5125322e+00
3.0021567e+03	-8.5543770e-01
3.0242314e+03	-4.5298858e+00
3.0463062e+03	-2.7556303e+01
3.0683809e+03	-2.0055798e+01
3.0904556e+03	-9.2741108e+00
3.1125303e+03	-4.4145961e+00
3.1346050e+03	-7.6769624e+00
3.1566794e+03	-8.3997698e+00
3.1787542e+03	-1.2077074e+01
3.2008289e+03	-1.4702100e+01
3.2229036e+03	-8.9930630e+00
3.2449783e+03	-8.9704313e+00
3.2670530e+03	-3.0021572e+00
3.2891277e+03	-5.7712440e+00
3.3112024e+03	-7.2218437e+00
3.3332771e+03	-5.2408514e+00
3.3553518e+03	-5.3484564e+00
3.3774263e+03	-6.9169879e+00
3.3995010e+03	-4.2343531e+00
3.4215757e+03	-4.5149155e+00
3.4436504e+03	-8.3593206e+00
3.4657251e+03	-7.3894625e+00
3.4877998e+03	-8.3868704e+00
3.5098745e+03	-5.4730616e+00
3.5319492e+03	-4.3080182e+00
3.5540239e+03	-6.9918141e+00
3.5760986e+03	-1.6907587e+01
3.5981731e+03	-1.3666503e+01
3.6202478e+03	-5.7507405e+00
3.6423225e+03	-1.3752192e+01
3.6643972e+03	-7.0398979e+00
3.6864719e+03	-3.2126278e+01
3.7085466e+03	-2.1566288e+01
3.7306213e+03	-2.2374249e+00
3.7526960e+03	-1.1087720e+01
3.7747708e+03	-4.9057417e+00
3.7968455e+03	-1.2232515e+01
3.8189199e+03	-8.1638947e+00
3.8409946e+03	-7.8593049e+00
3.8630693e+03	-4.4588060e+00
3.8851440e+03	-5.9985905e+00
3.9072188e+03	-8.5216446e+00
3.9292935e+03	-6.7684374e+00
3.9513682e+03	-6.9849410e+00
3.9734429e+03	-8.9687061e+00
3.9955176e+03	-5.4625983e+00
4.0175923e+03	-8.0813036e+00
4.0396667e+03	-8.7768583e+00
4.0617415e+03	-8.7271366e+00
4.0838162e+03	-1.1171183e+01
4.1058911e+03	-5.9662642e+00
4.1279658e+03	-1.7567499e+01
4.1500400e+03	-9.8567533e+00
4.1721147e+03	-7.3665471e+00
4.1941895e+03	-8.4105997e+00
4.2162642e+03	-1.2001986e+01
4.2383389e+03	-8.2018919e+00
4.2604136e+03	-1.2194549e+01
4.2824883e+03	-9.5938892e+00
4.3045630e+03	-1.5647566e+01
4.3266377e+03	-9.2288227e+00
4.3487124e+03	-6.5590835e+00
4.3707871e+03	-8.3473644e+00
4.3928618e+03	-8.5219355e+00
4.4149365e+03	-1.2527558e+01
4.4370112e+03	-8.0862799e+00
4.4590859e+03	-7.2340922e+00
4.4811606e+03	-9.6994934e+00
4.5032354e+03	-8.4218874e+00
4.5253101e+03	-1.0918221e+01
4.5473848e+03	-8.9790993e+00
4.5694590e+03	-1.0195895e+01
4.5915337e+03	-1.3996540e+01
4.6136084e+03	-6.1371703e+00
4.6356831e+03	-8.4233170e+00
4.6577578e+03	-6.6419005e+00
4.6798325e+03	-9.4880095e+00
4.7019072e+03	-7.9132581e+00
4.7239819e+03	-5.2713742e+00
4.7460566e+03	-4.5693460e+00
4.7681313e+03	-9.4931192e+00
4.7902061e+03	-1.3744272e+01
4.8122808e+03	-6.2847705e+00
4.8343555e+03	-9.6170292e+00
4.8564302e+03	-8.9610910e+00
4.8785049e+03	-1.4507271e+01
4.9005796e+03	-9.6068306e+00
4.9226543e+03	-1.1569604e+01
4.9447290e+03	-1.1388498e+01
4.9668037e+03	-1.0914165e+01
4.9888784e+03	-1.1462805e+01
'''
